text,likes,replies,predicted_stance
Lead the free world 🇺🇦,110,4,pro-Ukraine
Trump will blame this on Biden and Obama some how,63,3,pro-Ukraine
Slava Ukrainii!!!!!!!! 🇺🇦,102,2,pro-Ukraine
Now THEY KNOW how Ukrainians FEEL !!!!!!!! ENJOY !!,19,2,pro-Ukraine
Id rather wake up to the war in Ukraine ending and Trump passed away than waking up to a war still going and Trump doing nothing.,44,4,pro-Ukraine
Slava Ukraine 🫵🇺🇦,129,5,pro-Ukraine
SLAVA UKRAINE 🇺🇦 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🫶🫡🇺🇸,120,8,pro-Ukraine
Taking the war back to them,12,0,pro-Ukraine
Radosław Sikorski is great. He really does a great job representing Poland.,2,0,pro-Ukraine
Thank you Ukraine,12,2,pro-Ukraine
What does Putin and Hitler have in common? EVERYTHING,16,1,pro-Ukraine
I thought TrACO said he was going TO stop this war on day one???,59,6,pro-Ukraine
We stand with Ukraine,24,0,pro-Ukraine
Dayum The courage of Ukraine,14,0,pro-Ukraine
Imperial Russia needs stoped .. so upset with trump and the USA.. no wonder why we Americans are looked upon as dumb ️,57,7,pro-Ukraine
President Taco will veto any help fer Ukraine,26,1,pro-Ukraine
Thanks for posting,2,0,pro-Ukraine
Seems like Ukraine has many helpers inside russia,10,1,pro-Ukraine
That had to hurt !,6,0,pro-Ukraine
Lead the free world!🇺🇦,6,0,pro-Ukraine
"You wanted war, you got it!",9,0,pro-Ukraine
Really shows how efficient Ukraine is with their military operations,1,0,pro-Ukraine
War ended on day one,62,9,pro-Ukraine
SLAVA UKRAINI 🇺🇦 HEROAM SLAVA 🇺🇦🇺🇲from Texas.,1,0,pro-Ukraine
Oh noes Russia being attacked by the country they invaded without provocation.,10,0,pro-Ukraine
"Yea, minister Sikorski is right",0,0,pro-Ukraine
"I've been to Poland quite a few times in my life. It's not a perfect country nor people by any means, but one thing it really is: super BASED.",6,1,pro-Ukraine
Don't lose hope 🇺🇦,3,0,pro-Ukraine
🇺🇦 ️🇪🇺,23,0,pro-Ukraine
Another special operation? The war must not be very popular in Russia,6,0,pro-Ukraine
"What people still join Putins army? 100,000. Dead men walking",6,0,pro-Ukraine
"Can’t say that I’m too disappointed. Although, I hope nobody was there.",1,0,pro-Ukraine
Slava Ukraine 🇺🇦🇨🇦,19,0,pro-Ukraine
Go Ukraine !,2,0,pro-Ukraine
This has been a long 24 hours since Trump was inaugurated,18,1,pro-Ukraine
SLAVA UKRAINE,2,0,pro-Ukraine
But I thought Trump said Ukraine holds No Cards?,14,1,pro-Ukraine
You only need FEW cards from the deck to win a game...,1,0,pro-Ukraine
"The USA should be helping Ukraine, not Russia. As an American I want my tax dollars supporting them over some other shit thats going on.",4,0,pro-Ukraine
SLAVA UKRAINI! 🇺🇦,3,0,pro-Ukraine
In response to Putin's invasion.,9,0,pro-Ukraine
"I wish we had a Foreign Minister like Sikorsky. He’s a proper statesman. Instead, we’ve got David L*mmy",2,0,pro-Ukraine
"In war, any production facility of military grade material is a target. Civilians who work within such facilities are not protected. However, some restraint is typically used, such as nighttime assaults if possible, but considering how Russia attacks civilian targets without military connections it is my position that the Ukrainians will no longer show restraints. If it is a military target, they will target it, regardless.",4,0,pro-Ukraine
Bye bye Putin. You can never beat Europe,9,1,pro-Ukraine
Happy Canada day 🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦,25,4,pro-Ukraine
Mabuhay Ukraine,2,0,pro-Ukraine
Bravvvoooooi slavaaaaaaa,3,0,pro-Ukraine
Keep playing those cards my friend,2,0,pro-Ukraine
Let every ruzzian know the fear the people of Ukraine have gone through since 2014,22,3,pro-Ukraine
Trump: You don't have any cards. Zelensky: Yeah and we're playing UNO.,1,0,pro-Ukraine
,7,0,pro-Ukraine
Someday this tragic war will end.,2,0,pro-Ukraine
"How many times as it been said "" Russias launched the largest strike overnight since the start of the war"" whilst other analysts keep saying ""the Russian economy is about to collapse"". Support Ukraine.",4,0,pro-Ukraine
"I'm not a big fan of interviews like this, because they're not strictly ""journalism"", but here, the questions were spot-on, and they induced answers that were informative. Well done CNN. Almost makes me want to subscribe.",2,2,pro-Ukraine
Putin home next,10,0,pro-Ukraine
Good interview.,1,0,pro-Ukraine
Did Trump just remove sanctions from Russian banks? That could be like a headline for an actual news source.,7,0,pro-Ukraine
He really just said we have spent a lot of $ keep them ninjas out with a big fence!! Smh!,0,0,pro-Ukraine
SLAVA UKRAIN!!!!,4,0,pro-Ukraine
The world be be looking to Ukraine's drone technology,8,2,pro-Ukraine
SLAVA UKRAINE 🇺🇦,0,0,pro-Ukraine
️🇺🇦,4,0,pro-Ukraine
Just because they sidelined the issue of Ukraine getting into NATO does not mean anything. It is just a temporary pause towards those goals but I believe that one day Ukraine will be admitted into NATO under it's own terms and the way they have fought this war they are well deserving of it. Slava Ukraine.,1,0,pro-Ukraine
,12,0,pro-Ukraine
Thanks CNN,0,0,pro-Ukraine
The Russian people voted for this. Besides. Putin likes to show the world that they are struggling for over 3 years against the poorest nation in Europe. Let that sink in for a moment,23,3,pro-Ukraine
About time,2,0,pro-Ukraine
YES SIRR SLAVA UKRIANE,1,0,pro-Ukraine
Russia might win the battle but still lose the war. Ukraine is more influential than Russia right now.,7,1,pro-Ukraine
I feel so sorry for the NOT !,1,0,pro-Ukraine
Oh Russian actually show fear? I thought they are born ready for war,5,0,pro-Ukraine
🇺🇦,7,0,pro-Ukraine
"""intransigence."" It’s a noun that means refusal to change one’s views or to compromise.",0,0,pro-Ukraine
Any peace deal for Ukraine? TACO? Hello?,5,1,pro-Ukraine
"I'd say ""well that's what happens when you live in a country that invades another country"" but I live in America so....",6,1,pro-Ukraine
Looks to me Ukraine has all the cards.,1,0,pro-Ukraine
Ukraine lost 2000 soldiers one morning but no mention of that,3,2,pro-Ukraine
Zelenskyy / Ukraine --- BRAVE,2,0,pro-Ukraine
Trump will not do the right thing ever.,4,0,pro-Ukraine
“Do you like apples?”,1,0,pro-Ukraine
Slava Ukraini 🇨🇦️🇺🇦️,21,0,pro-Ukraine
They have no cards,0,0,pro-Ukraine
Trumps actions so far shows that he doesn't care what happens to Ukraine.,3,0,pro-Ukraine
They dont like it the other way around.,1,0,pro-Ukraine
Go Underdog!,11,0,pro-Ukraine
Why can't the interviewer ask a simple question or pronounce place names? The foreign minister does very well.,1,0,pro-Ukraine
You go Ukraine!,7,0,pro-Ukraine
Slava Ukraini! 🇺🇦,1,0,pro-Ukraine
Ef around and find out Russia,5,0,pro-Ukraine
Ruzzia thought this was gonna be a one sided war.,1,0,pro-Ukraine
just so you know this is called the city of bombs rus make lots of weapons there,3,0,pro-Ukraine
Ukraine needs Patriots!,2,1,pro-Ukraine
Don’t be scared now,5,1,pro-Ukraine
Next stop: Moscow.,12,1,pro-Ukraine
Putin has trump deep in his Pocket way way down with the Lent.,5,0,pro-Ukraine
I thought this was done on day 1 ?,2,0,pro-Ukraine
I dont understand why Ukraine is being careful to avoid civilian casualties!,5,3,pro-Ukraine
Ukraine should never be a proxy war. Unlike Afghanistan this is total war. The future will be dictated by the winner.,1,0,pro-Ukraine
Slava Ukrainii!!!!!!!! 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦,6,0,pro-Ukraine
"One month since Ukraines ace of spades, legendary, 'Operation Spiderweb'. Slava Ukraine!",0,0,pro-Ukraine
Слава Украине а,2,0,pro-Ukraine
slava ukraine,1,0,pro-Ukraine
But But But But I thought Donny The Diddler was going to end that war in 24 hours?!?!?!,5,0,pro-Ukraine
Russia’s version of the Iron Dome is the Cheesecloth Mosquito Net,2,1,pro-Ukraine
I feel bad for all the young ukraine and russian people caught up in the middle of a conflict that goes back to before they were even born.,3,12,pro-Ukraine
"Unfortunately, he didn't mention the Russians' tremendous losses in manpower and equipment.",0,0,pro-Ukraine
Europe helping Ukraine....,0,0,pro-Ukraine
Why is China so silent and don't condemn this aggression of Russia ???,1,1,pro-Ukraine
"Cometh the hour, cometh the man. In Volodymyr Zelensky, Ukraine has found not merely a leader, but a figure of extraordinary resolve and courage. This young man has emerged as a beacon of inspiration for his nation, and without question, stands among the truly remarkable heroes of our time. His unwavering determination to defend and preserve his country will echo through the pages of history. Generations to come, across nations and continents, will study his leadership with admiration and awe, remembering him not just as a wartime president, but as a symbol of defiant hope in the face of tyranny. Cometh the hour, cometh the man. In Volodymyr Zelensky, Ukraine has found not merely a leader, but a figure of extraordinary resolve and courage. This young man has emerged as a beacon of inspiration for his nation, and without question, stands among the truly remarkable heroes of our time. His unwavering determination to defend and preserve his country will echo through the pages of history. Generations to come, across nations and continents, will study his leadership with admiration and awe, remembering him not just as a wartime president, but as a symbol of defiant hope in the face of tyranny. Europe must do all it can to help Zelensky and Ukraine fight the tyranny that Russia poses.",1,0,pro-Ukraine
Great - bring it to the people. Maybe then they will speak up to their despot leader.,0,1,pro-Ukraine
Good Show,0,0,pro-Ukraine
No schools or hospitals were hit during these strikes.,0,0,pro-Ukraine
"Watch your step. You work here, nothing more",0,0,pro-Ukraine
"Mobilizing 100,000 soldiers for a week long training mission? That’s weird",0,0,pro-Ukraine
polen rock. slava ukraine!,0,0,pro-Ukraine
an attack in the middle of the day instead at night means they wanted to injure skilled workers at the plant. The fact that workers did not get word to evacuate when they were 'drones' shows how bad Russian capabiltlies at this time.,0,0,pro-Ukraine
Slava Ukraini 🇺🇦🇺🇦🇺🇦,1,0,pro-Ukraine
Russia has gained very little ground in Ukraine. This video is misleading,1,0,pro-Ukraine
Slava Ukraini! 🇺🇦,0,0,pro-Ukraine
Finally they start targeting the defense factories,0,0,pro-Ukraine
Long LIVE UKRINE!️,0,1,pro-Ukraine
Slava Ukraine! 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦,1,0,pro-Ukraine
VIVA A UCRÂNIA 🇺🇦 E VIVA ZELENSKYY !!!,2,1,pro-Ukraine
"When I played the game called World of Tanks - Modern warfare all the way back in 2007, I did not expect war in Ukraine or Russia. Now we have it as we speak. So I can strongly be confident that all wars we see are planned 10 to 15 years ahead if not 20.",2,1,pro-Ukraine
"""I feel just awful about those poor Russian civilians,"" said nobody anywhere ever. - j q t -",0,0,pro-Ukraine
Well I guess work was canceled that day.,0,0,pro-Ukraine
"""If you're going to shoot, shoot, don't talk!"" Spaghetti Western.",0,0,pro-Ukraine
🇨🇦 🇨🇦 🇨🇦 ITS CANADA DAY 🇨🇦,0,0,pro-Ukraine
Roger Charlie ️🇬🇧 You aint seen me ️‍️,1,0,pro-Ukraine
"True, bombing of Lviv area could be heard from the hills near Przemyśl. That's about 100km or 60miles.",1,0,pro-Ukraine
Have we still not decided to just give them everything they need to win this thing? This is getting ridiculous. Same as Gaza. What are Western leaders doing? Is anyone there still having their head on their shoulders?,1,2,pro-Ukraine
Russian civilians are running while ukraine army did not try to get them. Imagine how ukrainian must feel..,0,0,pro-Ukraine
Ukraine King David VS Goliat,2,0,pro-Ukraine
Putin has Trump on a String. One day we'll find out why.,1,0,pro-Ukraine
Remember when Russia thought they could take Kiev in two days?,0,0,pro-Ukraine
Ukraine is gaining ground inside of Russia….. soon Russia will become Ukraine 🇺🇦…. And the people of Russia will be able to speak and learn about truth and prices will come down so Russia people can afford to live a happy life,1,0,pro-Ukraine
Bullseye!,2,0,pro-Ukraine
Sometimes Nato weapons bite like a mosquito. But Russia never bothered . It will keep move,0,0,pro-Ukraine
Trump is now mad that his bf got a big slap,1,0,pro-Ukraine
"Aw, poor Russia.",1,0,pro-Ukraine
🇺🇦,0,0,pro-Ukraine
Apelbaum-Sikorski ………..,0,0,pro-Ukraine
Russians need to know that they're at this is how you show them.,0,0,pro-Ukraine
Slava Ukraine,0,0,pro-Ukraine
"they did , russia just hasnt admitted it yet lol",0,0,pro-Ukraine
Slava Ukraine 🇺🇦,0,0,pro-Ukraine
,5,0,pro-Ukraine
"Putin, Hitler. Confronting Evil",1,0,pro-Ukraine
Lots of people wasted on both sides,0,1,pro-Ukraine
Go ukrain🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦,0,0,pro-Ukraine
Europe should step up and do something about the war,1,2,pro-Ukraine
The only free world where gonna see is when our father in heaven returns amen,0,0,pro-Ukraine
"""big and beautiful fence""",0,0,pro-Ukraine
this is the most strategic city to hit but ukraine did not achieved much ... if they had the cruise missiles to hit the factories it would be a game changer it`s like 4 factories there,1,1,pro-Ukraine
"Ukraine has turbine powered drones now, but some of their piston powered drones carry larger warheads.",0,0,pro-Ukraine
Let's not cry when Russia hit back okay,1,0,pro-Ukraine
"Please let there be more focus on Nigeria/BIAFRA war crime, BIAFRA needs to be recognized, many have gone",0,0,pro-Ukraine
"Wow it really looks like that 3 day ""Special Military Operation"" is going smoothly, doesn't it?",0,0,pro-Ukraine
what comes around goes around,3,2,pro-Ukraine
Congrats Ukraine!!,0,0,pro-Ukraine
"Run, run for your lives!!! Fascinating how terrible the great Russian military machine is the recipient of loss after loss. Maybe Russia should engage in regime change before there's nothing left to fight for",2,0,pro-Ukraine
uh-oh. Daddy Donnie won't be happy that Ukraine attacked his master.,1,0,pro-Ukraine
You reap what you sow Russia,0,0,pro-Ukraine
You get what you pay for. Pony up Spain.,1,0,pro-Ukraine
Slava Ukraine,1,0,pro-Ukraine
SLAVA UKRAINE,0,0,pro-Ukraine
Slava Ukraine,1,0,pro-Ukraine
Slava Ukraini!!!,1,0,pro-Ukraine
Slava Ukraine,1,0,pro-Ukraine
Slava Ukraini!!,1,0,pro-Ukraine
HOW IDIOTIC!!!!!! NOW IT'S GOING TO BE MILLION TIMES WORSE THAN BEFORE!!!!,0,0,pro-Ukraine
Radek Sikorski MF rules! Comprehensive and thorough grasp of the facts and international environment.,0,0,pro-Ukraine
I Acurate numbers. Lithuania spending 4% and will be spending 6% next year,0,0,pro-Ukraine
ZELENSKY is THE MAN..,0,0,pro-Ukraine
Slava Ukraini 🇺🇦 🇺🇦 🇺🇦,0,0,pro-Ukraine
"So are they still fighting, I think them stop long time",0,0,pro-Ukraine
For a state to be taken on a nation they have done and they are doin a great job,0,0,pro-Ukraine
He has some of the same books in the background as Anne Applebaum when she is interviewed.,2,4,pro-Ukraine
"From Germany 🇩🇪 Sorry, this reporting is not accurate. In fact the russian attack in the north was pushed back. The russian summer offensive sucks right now. The 100.000 troops on Petrowsk is nothing new, especially they are not addional troops.",0,0,pro-Ukraine
العراق؛اقدم حضاره على الأرض ؛مهد الحضارات؛ملوك الجهات الأربع؛من الهند إلى المحيط الأطلسي؛الحضارة العباسيه ؛من المحيط إلى المحيط؛ سبب نهضتكم؛الهنود الحمر سومريون؛الملكه عشتار قاومت الموت ونشرت الحياة على الأرض,0,0,pro-Ukraine
Take that Vladimir Poootah,1,0,pro-Ukraine
Cards!,0,0,pro-Ukraine
"You should start saying where the news comes from! Izhevsk is in Udmurtia, not in ""Russia""!",0,0,pro-Ukraine
"USA, EU and UN should not keep mute on issue of BIAFRA, let there be justice for BIAFRA we're human",0,0,pro-Ukraine
Great!,0,0,pro-Ukraine
"Russia is running out of money, even if the war ended today troops will be coming home to a recession, Russia’s death toll is at or near 1M, and there are severe labor shortages in Russia. Even though it wont happen bc Putin would be overthrown, he should cut his losses and liquidate his assets to help rebuild the economy",1,0,pro-Ukraine
"Imagine the Eu hitting Russia with 18 times the gdp.. The Eu will be the superpower in a few years, if not already.",0,0,pro-Ukraine
"I love this. Now these Russians know HOW it feels for the Ukrainians. One gets, what one deserves.",0,0,pro-Ukraine
Im afraid of the price ukraine will pay for this,0,0,pro-Ukraine
العراق؛أقدم حضاره على الأرض ؛مهد الحضارات؛ملوك الجهات الأربع؛من الهند إلى المحيط الأطلسي؛الحضارة العباسيه من المحيط إلى المحيط,0,0,pro-Ukraine
"I Spain for not spending on military expenditure. Spend more on education and culture, Spain's strength.",0,0,pro-Ukraine
"Reasonably balanced, but the first Russian deaths after a Ukrainian night strike get mentioned by number. The largest Russian overnight strike on Ukraine gets mentioned. Almost entirely targeted at civilians and no numbers given! There must be a spreadsheet somewhere with confirmed Ukrainian civilian casualty numbers. Check the trends month on month! And maybe mention that attacking arms industry is a valid military target according to international law and targeting civilians is a war crime. The excuse of it was targeted , but went astray should have a distance limit around a valid target. And any double tap shows they can hit accurate, and targeting first responders again is a war crime. Be less ""both sides"" for the specific day and make more of an effort to compare over longer time frames to give your viewers proper information, please.",0,0,neutral
Russia and its ally Iran are exactly the same. They both has the ability only to target civilians while Ukraine and Israel do exact the opposite by whacking high value targets. You name it.,1,1,pro-Ukraine
"Ukraine-Russia conflict is one of the most fascinating war in hiatory if it wasnt so deadly. So may questions and strategies used in this war. And sheer difference in firepower and manpower and yet, one side isnt being severely and quickly overrun. This will be studied by war game theorists for years to come..",0,0,pro-Ukraine
Why is the EU so weak and not supporting its neighbor? Cowards!,1,1,pro-Ukraine
Ukraine is winning for 3 years now. Slava Zelenski,0,0,pro-Ukraine
Iran was getting too much air time,0,0,pro-Ukraine
It has been said a fence makes the best neighbor.,0,1,pro-Ukraine
Ukraine live without panica 3 years as well,0,0,pro-Ukraine
"All my life I've heard the USA and Russia talked about as if they are military equals, like they have roughly equivalent power and capabilities. The war in Ukraine has shown just how utterly ridiculous that notion is. Just compare the USA's toppling of Iraq, halfway around the world, in 1 month; to Russia's comical supply-line, forward deployment, and other logistical failures fighting a war that is literally on its own border ... Anyway, hopefully Ukraine can pull through. Putin is in good health it seems, but he is 72 years old and life is finite and health can decline quickly once people reach their 70s. So who knows, maybe if Ukraine can hold out for another bunch of years there will be a new guy and it will end.",0,0,pro-Ukraine
"if Russia had done everything as NATO wants and not interfered in the events in Ukraine, then most likely NATO anti-missiles (missiles) would have stood on the border of Russia and Ukraine, Russia would have lost the Black Sea fleet , and possibly even lost the Kaliningrad the area , and most importantly - the risk of a nuclear collision would be very high , I think about 99%",0,0,pro-Ukraine
Great U ka na,0,0,pro-Ukraine
IF NO ONE CAN SEE TRUMPS IN POOTINS POCKET BUY GLASSES,1,0,pro-Ukraine
"It's not a win if gaining 400m cost 10,000 Russian lives",0,0,pro-Ukraine
Cnn and BBC afraid to reports that Russia already taken control of luhansk completely,0,0,pro-Ukraine
Looks like the orange man that lost his mind,0,0,pro-Ukraine
"Amazing that Donnie railed against Spain, but not the birth country of his third and current wife which is only a rounding error of 0.01% higher than Spain.",1,0,pro-Ukraine
Well if Russians didn’t know they were in an actual war i’m sure they do now,0,0,pro-Ukraine
"For a person of late capitalism, it is just as difficult to think of a real alternative to this system as it is for three-dimensional beings to visualize the fourth dimension.",0,0,pro-Ukraine
Sad News,0,0,pro-Ukraine
I hate war,1,0,pro-Ukraine
im sorry but... aren't civilians working at factories? so if people died wouldn't it inherently be civilians?,0,0,pro-Ukraine
"We Europe better do something now, or we might soon speak Russian.",0,0,pro-Ukraine
I don’t like Ukraine to fall at all,0,0,pro-Ukraine
Putin should just pack it in. The Ukraine will never surrender and they are receiving more support from the EU and other countries.,0,0,pro-Ukraine
None cries when the old man punches back,0,0,pro-Ukraine
Not every country can afford to spend that much on defense.,0,1,pro-Ukraine
Slava Ukraine,0,0,pro-Ukraine
So they should not cry today,0,0,pro-Ukraine
Why don’t the Europeans ‘do the right thing’ and protect Ukraine? Why should US taxpayers pay for European defense?,0,0,pro-Ukraine
Ukraine is not our problem... couldn't care less who wins or loses,0,0,neutral
"No nato, no war ....",0,0,neutral
Civilians only targeted,1,0,pro-Ukraine
,0,0,pro-Ukraine
Why does this guy have so many versions of GULAG?,0,0,pro-Ukraine
Sweet.,0,0,pro-Ukraine
"Luxemburg 1.3%, dat zijn twee tanks misschien.",0,0,pro-Ukraine
Week politicians allow wars.weak politicians loose wars.,0,0,pro-Ukraine
Putin making Russia more secure by invading Ukraine,0,0,pro-Ukraine
Moscow should see more stormy weather...,0,0,pro-Ukraine
"Слава Україні, героям слава!!",1,0,pro-Ukraine
"Both countries should stop the war and agree on main things: Ukraine is a neutral country; Russia keeps the occupied territories; Zelensky and his accomplices should go and leave Ukraine: new Ukrainian government should be mainly pro-Russian, but not anti-Western, with close economic, military and humanitarian ties with Russia. This will secure long-lasting peace in Eastern Europe, but this is not what military-industrial complex wants.",1,0,neutral
How could a Putin ball boy do anything regarding Putin ??(We need a president to do something!!),0,0,pro-Ukraine
How many squares kilometers or miles or territories had Ukraine 🇺🇦 seized or captured from Russia 🇷🇺 or are they just happy striking missile factories while they lose 20 percent of their territories?,0,1,pro-Ukraine
"By the looks of things, Russian military machines and technology seems to be lacking behind Ukraine's by 40 years. Lesson learnt : One does not just win a war or battle by numbers and landmass or population density but in intelligence used wisely in planning the war or the battle against the greater or deceptive enemy.",0,0,pro-Ukraine
Forgot about this war,0,0,pro-Ukraine
Spain should be embarrassed at the state of their military.,1,0,pro-Ukraine
"Pretty soon, even FOX LIES, Inc. won't be able to successfully ignore this.",0,0,pro-Ukraine
"I note that Russia was the reason for the arms race, the existance of NATO, and the main reason for the large US military budget. Now Ukraine is holding out since 3 years against Russia, now supported by North Korean troops. Quite something; after the war, I really want those guys as NATO allies.",1,7,pro-Ukraine
How many lives is worth one leaders judgement????,0,0,pro-Ukraine
It will be back in full operation before the end of two weeks did you see how fast crimes bridge was rebuild,0,0,pro-Ukraine
,0,0,pro-Ukraine
Trump told Putin to stop he said it loud and clear,0,0,pro-Ukraine
"Boosting military spending beyond current levels may appease Trump temporarily, but it won’t solve the structural problem: Europe lacks strategic autonomy. What Europe truly needs is not more money, but more unity. The facts speak for themselves: USA spends about $997 billion annually on defense. China: $314 billion. Russia: $149 billion, even after a 38% increase in 2024. Europe + Canada (NATO members excluding USA): $539 billion. This means Europe alone already outspends Russia by more than 3.5 times, and nearly doubles China’s spending. So, the issue is not underfunding, it's duplication, fragmentation, and lack of coordination. If European countries moved toward a unified military structure, pooling resources, streamlining command, and coordinating logistics and procurement, they could achieve greater defense capability without increasing spending. Rather than chasing a 3% or 5% GDP target to satisfy Washington, Europe should build a common army and take responsibility for its own defense, while maintaining its alliance with the United States on equal footing, not as a dependent, but as a partner. That would placate not just Trump, but history.",0,0,pro-Ukraine
So wat . 33 civilians died in 2 weeks in ukraine,0,0,pro-Ukraine
lol the higher ups thought they were safe from slava ukraine.,0,0,pro-Ukraine
Life is a lie until,0,0,pro-Ukraine
Ohh sorry,0,0,pro-Ukraine
"Saying that Russia isn't the military threat NATO assumes might be accurate as they have shown their military to not be that much of a threat. The problem isn't so much Russia's current depleted abilities; but more the war mentality of Russia. We know that they will rebuild as much as they can and continue to create problems outside of their borders. That might seem a stretch, but for the last 100 years that's what Russia has always done. It's what they do, and that has not changed. Until the war mentality of Russia changes they will always present a threat. Again, it's what they do and have always done. The Russian government seems to validate their existence as a bulwark against the west, which they tell their people is a threat to their peace, supported by propaganda. The bottom line is that the west has to be strong to prevent Russia from overrunning their borders. If Russia thinks it can invade another nation and get away with it; history tells us that it will. It's what they do. With Ukraine, the problem for Russia is that they really did think they would be successful in less than a week. It's a manifestation of Putin's miscalculations. He miscalculated Ukraine's ability and determination. He miscalculated the west's addiction to Russian oil & gas. He miscalculated his ability to hold NATO back from his borders, due to his actions Finland & Sweden joined NATO. While trying to weaken NATO, he actually made it stronger. His greatest miscalculation however was his legacy. He thought this would give him more power, but it is draining his power instead. Now he's at the point where he's damned if he does and damned if he doesn't. What he thought would be very easy and make him great has left him worried about his own survival. Putin is screwed, but he did it to himself and Russia. He will have to answer to the Russians in the end, and the end doesn't look to be all that far away.",0,0,pro-Ukraine
International Channel 13 turn the list arrested under bogus charges,0,0,pro-Ukraine
"They are going to lose everything, and soon.",0,0,pro-Ukraine
"So what, Russia the mighty military but cannot win or invade Ukraine so easily......",0,0,pro-Ukraine
The trump code signaling is quite disgusting to hear coming from foreign representatives,0,0,pro-Ukraine
Why don't you report when Russia hit deep in Ukraine.,0,0,pro-Ukraine
It's more than 24 hours. Oh wait... it was SARCASM.,0,0,pro-Ukraine
It would be such a game-changer if Ukraine Could and would create drone technology to not just implement drones that carry bombs! And how about create drones that Can carry batteries that other drones that carry bombs to refuel them so they can go further into enemy territory to destroy valued strategic Targets I'm just saying if you can carry bombs how about you can also carry batteries at the same time ️,0,0,pro-Ukraine
Why he still firing rockets wtf,0,0,pro-Ukraine
Slava Ukrania 🇺🇦 🇺🇦,0,0,pro-Ukraine
Did Russia get dir feelers ? Gee.,0,0,pro-Ukraine
,0,0,pro-Ukraine
,0,0,pro-Ukraine
This stunt won't win back the lithium mine they lost.,0,0,pro-Ukraine
Let's wait for the reply .,0,0,pro-Ukraine
Game changer,0,0,pro-Ukraine
I could care LESS about UKRAINE. Other countries don't care either,0,0,pro-Ukraine
Slava Ukraine FDT 🇺🇸🇺🇦🇺🇸🇨🇦🇺🇸🇬🇧🇺🇸,0,0,pro-Ukraine
Intilligent man,0,0,pro-Ukraine
This passes as CNN covering the war. LMFAO.,0,0,pro-Ukraine
"omg panic in Russia? oh oh, that Ukraine, unacceptable! – western imperial way of mind",0,0,pro-Ukraine
Unreliable and mostly ridiculous,0,0,pro-Ukraine
Slava Ukraini :),0,0,pro-Ukraine
"🇪🇺🇺🇦 UKRAINA:Zelens'kyj, until Victory",0,0,pro-Ukraine
