text,likes,replies,predicted_stance
"I suppose in the same way Japan didn't occupy Manchuria. Israel will not occupy Gaza, but it will determine who the people of Gaza will be allowed to lead them, and determine what resources and how much the residents of Gaza will have? I mean, it's just an occupation with extra steps, because if they do turn it over to an Arab coalition, will Israel allow them to build a port or an airport, or will non-occupying Israel still make that call?",5,1,pro-Gaza/Palestine
To The Hague with you.,1,0,pro-Israel/anti-Hamas
He's actually scared of Hamas,10,5,pro-Israel/anti-Hamas
"Just the tip baby, i promise.",3,0,neutral
'SWINDLERS LIST '...GAZA AND WEST BANK,1,0,pro-Gaza/Palestine
Nice word game Netanyahu Gaza is already occupied,3,0,pro-Gaza/Palestine
"The files, remember? Trump can't do jack.",2,0,neutral
The Netanyahu Regime is responsible for the magnitude of losses on October 7. The IDF was ordered to stand down an hour before the Hamas attack started and did not respond for 7 critical hours. It's almost as if Bibi wanted mass casualties so he could get public support for the annihilation if Gaza.,1,0,pro-Gaza/Palestine
No freedom in Israel? That guy has been in power for like 20 years,1,0,pro-Gaza/Palestine
NEVER TRUST A THEIF !,1,0,pro-Gaza/Palestine
I never disliked the tribe until now.,2,1,pro-Gaza/Palestine
Thank you Europe friend for helping GAZA. From hand of 🇺🇸 US and homelessness Israel 🇮🇱. Benjamin you R not the king free 🇮🇷 Iran NOW Gaza from our TAX money. Germany 🇩🇪 is alive Stop war with Kids. Your GOL is not Hamas the GOAL is taking more LAND of 🇵🇸 Palestine. Benjamin you don’t care about your people. STATE of Palestine would be free with helping Europe and Canada,1,0,pro-Gaza/Palestine
Yeah right. Does anyone believe him? He should be tried for war crimes,3,1,pro-Gaza/Palestine
"Well, they are already the occupier. If he says they’re not going to occupy, that means that he intends to take it for itself meaning no more “Gaza - Palestinian territory”.",1,1,pro-Gaza/Palestine
AND WHAT MAKES IT WORSE IS THE WORLD WILL SIT BACK AND WATCH IT HAPPEN,0,0,pro-Israel/anti-Hamas
The West said never again.Yet it's happening in Gaza,0,0,pro-Gaza/Palestine
Hamas committed war crimes on October 7. The Netanyahu Regime has committed war crimes on an almost daily basis ever since. The ICC has issued a warrant for Netanyahu's arrest for genocide. Both should be tried for war crimes.,0,0,pro-Gaza/Palestine
Hamas really shouldn’t have started this war and just made a beautiful place for their people to live.,0,0,pro-Gaza/Palestine
"Don't forget that Trump wants a Riviera in Gaza. Perhaps Netanyahu's role is to get rid of all obstacles, and occupying the area is part of that.",0,0,pro-Israel/anti-Hamas
Dual citizenship should end. Goes for members of Congress too.,0,0,neutral
that's what americans taxpayers are paying for,0,0,neutral
The Allies occupied Japan and Germany after WW2. Why the double standard? Oh ya.Jews are different. Got it!,0,0,pro-Israel/anti-Hamas
it was under his control. He may mean he wants empty of human. “The Biggest Prison on Earth: A History of Gaza and the Occupied Territories” by Israeli historian Ilan Pappe,0,0,pro-Gaza/Palestine
What... He just said that he's going to do it in the same statement.,0,0,neutral
One guy controlling all of the world what a shame,0,0,pro-Gaza/Palestine
"Blatant liar, he should rot in jail.",0,0,pro-Gaza/Palestine
"Very sad what they are doing to Gaza right now. If they want to free them, try starting by telling the IDF to stand down , so food and meds can get in.",0,0,pro-Gaza/Palestine
Now he is trying to be politically correct but the goal remains the same. Occupied Gaza. We're not stupid.,0,0,pro-Gaza/Palestine
Dude... If they just complained they would have probably got the hostages faster... I mean how long did Munich take one or two weeks?,0,0,pro-Israel/anti-Hamas
Who ask him to do the job for him emptiying gaza what a lie,0,0,pro-Gaza/Palestine
Netanhayu does´nt undestand he´s already occupying Gaza,0,0,pro-Gaza/Palestine
No empathy for innocent victims and destroyed familes at all!,0,0,pro-Gaza/Palestine
"""My heart shudders within me; terrors of death sweep over me. Fear and trembling grip me; horror has overwhelmed me. I said, 'If only I had wings like a dove! I would fly away and find rest. How far away I would flee; I would stay in the wilderness. I would hurry to my shelter from the raging wind and the storm.' "" ~ Psalm 55:4-8 (HCSB) ""Lord, confuse and confound their speech, for I see violence and strife in the city; day and night and they make the rounds on its walls. Crime and trouble are within it; oppression and deceit never leave its marketplace."" ~ Psalm 55:9-11 (HCSB) ""You Yourself have recorded my wanderings. Put my tears in Your bottle. Are they not in Your records?"" ~ Psalm 56:8 (HCSB) ""Be gracious to me, God, be gracious to me, for I take refuse in You. I will seek refuge in the shadow of your wings 🪽 until danger passes. I call to God Selah Most High, to God who fulfills [His purpose] for me. He reaches down from heaven and saves me, challenging the one who tramples me. God sends His faithful love."" ~ Psalm 57:1-3 (HCSB) ""Rest in God alone, my soul, for my hope comes from Him. He alone is my rock and my salvation, my stronghold; I will not be shaken. My salvation and glory depend on God; my strong rock, my refuge, is in God. Trust in Him at all times, you people; pour out your hearts before Him. God is our refuge."" ~ Psalm 62:5-8 (HCSB) ""God has spoken once; I have heard this twice: strength belongs to God, and faithful love belongs to You, LORD. For You repay each according to his works."" ~ Psalm 62:11-12 (HCSB)",0,0,pro-Israel/anti-Hamas
Someone needs to stop him now..this going to end bad..what is the world waiting for..we said never again..,0,0,pro-Gaza/Palestine
"It is not only okay, but necessary, to oppose forced starvation, genocide, and crimes against humanity. If these horrors make you cry or fill you with anger, it means your compassion and sense of justice are alive and well, at least in that moment. We have the power to demand of the President to tell Israel: “End this now—or lose American support.” Let’s spread the message that when we unite, standing firm for love, dignity, and decency, we truly can change the world.",0,0,pro-Gaza/Palestine
Who can actually believe that liar,0,0,neutral
"One step forward, two steps back. It will be best for him to order the withdrawal already. The Palestinians proved more resilient.",0,0,pro-Gaza/Palestine
that's some BULL!!!,1,0,pro-Gaza/Palestine
"I'm in my late 40's, and I've been hearing that Netanyahu's name damn near my whole life. He's been the Prime Minister for way too long. He's a King. I thought America didn't like that. I'm a little confused as to why he's still a Prime Minister. Isn't it time to step down?",0,0,neutral
"Theiy're taking it over, but saying it's ""freeing Gaza"". Cannot believe a lick of what he ever says. How can he eat while they all starve. So heart broken just watching what he's done",0,1,pro-Gaza/Palestine
Didn’t they say they would annex Gaza?,0,0,pro-Gaza/Palestine
The same way he insists on denying there's no starvation in Gaza mf!!,0,0,pro-Gaza/Palestine
What would you do if you could go back in time and find a young netanyahu before he became prime minister?,0,0,pro-Israel/anti-Hamas
They have no plan. They never did. What a s..show.,0,0,neutral
He is lying and already has his plans laid,0,0,pro-Israel/anti-Hamas
What a crook.,0,0,pro-Gaza/Palestine
Iran...do your thing...get rid of him.,0,0,pro-Gaza/Palestine
"thank you for your hard work, science, truth reporting, generosity. May GOD reward you",0,0,neutral
The new Warsaw Ghetto,0,0,pro-Gaza/Palestine
"Is-Ra-El with Netanyahu as leader has claimed that they would finally destroy the PLO, Fatah, Hezbolla, the Iranian Regime & now Hamas. You know he is 0 for 4, right? ULA/JAG/CIA DataBase",0,0,pro-Israel/anti-Hamas
America #1🇺🇲 Free America from AIPAC,0,0,neutral
"Brothels are illegal in most parts of the United States, exception, the Oval Office decor with tiny-fingers, Trump.",1,1,neutral
Netanyahu is the epitome of narcissist.,0,0,pro-Israel/anti-Hamas
Netanyahu needs to go and there will be peace in the world,0,0,pro-Israel/anti-Hamas
Kacy’s become just as biased and cynical as anyone on Fox or MSNBC. Sad to see. She used to be a good journalist.,0,0,pro-Israel/anti-Hamas
"Which means they certainly will. Or, ‘give’ it to Trump.",0,0,pro-Gaza/Palestine
If he knows what is good for him he better not!!!!,0,0,neutral
How many people are going to die while he does this???,0,1,pro-Gaza/Palestine
They are clearing it to hand it over to the US.,0,1,pro-Gaza/Palestine
Great Israel map says different,0,0,pro-Gaza/Palestine
CANT BELIEVE A THING THAT LIAR SAYS!!!!,0,0,pro-Gaza/Palestine
“What an act! As if God almighty will not show you your entire history of lies from the very beginning.” - Anonymous broadcast,0,0,pro-Israel/anti-Hamas
109 countries can't be wrong.,1,3,neutral
He lies as much as Trump,0,0,pro-Gaza/Palestine
Yea and the Popes not catholic!,0,0,neutral
To ensure this on the fact that you make US standard declined and then you cant hold your chair on thanks guys to peace target please prepare,0,0,pro-Israel/anti-Hamas
He’s full of shit!,0,0,pro-Gaza/Palestine
Main problem is Quran reading same problem evils religion Allah,0,0,neutral
"BS , other wealthy nations will follow the idea of a “ Shang gra la of the coast",0,0,pro-Israel/anti-Hamas
"Are you saying the world has no mechanism, no ability, no force at its finger tips to overcome its apathy and take action to stop an obvious vile stench to our moral sensibilities. Is that what you are trying to tell me? There are wild animals that have better sense than this abominable & foul display of higher reasoning.",0,0,neutral
Great Israyal God bless Israel,0,0,pro-Israel/anti-Hamas
"God bless Palestine, Glory to Palestine in Jesus Mighty Name Amen, Salam Alaikum, wa Alaikum Salaam,,,,",0,0,pro-Gaza/Palestine
Humanity........ Haag wait Netanyahu,0,0,pro-Israel/anti-Hamas
Ben Nan must step down he is a criminal and the body whonageees to all this.,0,0,pro-Gaza/Palestine
"Yeah and the check is in the mail, etc........",0,0,neutral
"The Artist Formerly Known As Prince. ""The Platform Formerly Known As Twitter.""",0,0,pro-Gaza/Palestine
insists......,0,0,neutral
"Netanyahu : We'll take over Gaza *The same day* Netanyahu : We do not wish to occupy Gaza Yep, he thinks we're fools",0,0,pro-Israel/anti-Hamas
he lies as bad as trump.,0,0,neutral
Netanyahu lies. Another trumpalike.,0,0,pro-Gaza/Palestine
He's lying,0,0,pro-Gaza/Palestine
"🇺🇸 “America – The Mirror You Cannot Turn Away From” America 🇺🇸… land of the flag’s proud wave ️, Of brave beginnings and hearts once brave ️. You speak of light ️, of freedom’s call ️, Yet guard the hands that darken all . You send the gold, you send the might , Believing your cause is always right ️. But truth is more than one tale told, It’s the cries of the young and the old . You dream in stripes and stars , red, white, and blue , But the mirror shows the world’s view too . The ocean’s roar will carry the cries , Through winds that cut like ancient sighs ️. No wall so tall, no tower so grand, Can hide injustice from the world’s hand . Like Rome ️ that fell when pride was crowned, Like empires lost when truth was found … 🇪🇬 Egypt will stand — the Final Gate , Where justice speaks and ends the hate ️. She faced the Mongol’s thundering tide ️, And watched the Crusaders fall in their pride ️. From the Nile’s heart her light will shine ️, And guard the world till the end of time .",0,0,neutral
Lies and lies.,0,0,pro-Gaza/Palestine
"The questions are is he can stand against those fanstics right wing ... remember gaza was never in Israel plan from 1948 after all, it was egypt... but fanatics are fanatics... Why he cant... he has too much conflict of interests and criminals charges ahead after not being pm after",0,0,pro-Gaza/Palestine
Dangerous animal in the world! !,0,0,pro-Israel/anti-Hamas
"We are at this late stage, and the media is still tiptoeing with its vocabulary. just name things as they are already! Here, I'll help you out: [---] is carrying out an [---] in order to annex [---].",0,0,pro-Israel/anti-Hamas
IS this guy just like TRump?,0,0,neutral
10/7.,1,0,neutral
Which prison will yahu be occupying ?,0,0,pro-Israel/anti-Hamas
When Losers Lose a War They Don't Get to Dictate the terms,1,1,neutral
"🇮🇱 “Israel – The Truth Your Walls Cannot Hold Back” Israel 🇮🇱… you walk with the weight of flame , Of exile’s memory and history’s name . You speak of safety, of ancient right ️, Yet bring the darkness that kills the light . You plant on sand and call it stone , But the storm ️ will come — you’ll stand alone. עץ הזית will bloom again in light ️, And your walls will crumble in the quiet night . No shadow lasts beneath the sky , האמת תקום – והשקר ייעלם ️. The chains you forge ️ in another’s land, Will one day break in your own hand . You hold the sword ️ and call it peace ️, But peace begins when all chains release ️. Like empires past who thought they’d remain ️, Only to vanish in history’s rain ️… 🇪🇬 Egypt will rise — the steadfast wall ️, Where history’s tide will break and fall . She broke the Mongol’s raging flame ️, And crushed the Crusader’s march to shame ️. From the Nile’s heart her voice will say , The Final Gate stands — and here you’ll stay .",0,0,pro-Israel/anti-Hamas
Hahaha.. and Isra-hell never lies?!,0,0,pro-Gaza/Palestine
Mr. Nasir Citizen United Stated of America. CNN world news.08/09/2025. Thank’s.,1,0,neutral
October 7th,3,1,neutral
Good bye Nobel Trump if he does not act now!,0,0,pro-Israel/anti-Hamas
LIAR !!!!!!!,0,0,pro-Gaza/Palestine
"Why do people hate Israel?, serious question",0,2,pro-Israel/anti-Hamas
Coming soon .The construction of a new Trump Resort and Golf course with a seaside view. GAZA the new middle East playground.,0,0,pro-Gaza/Palestine
Liar liar,0,0,pro-Israel/anti-Hamas
Fairy godmother exists Tashi,0,0,pro-Israel/anti-Hamas
"The ""land promises"" are obsolete. Jews and Gentile salvation God has prepared is not tied to dirt or any geographical location. or a rebuilt Temple. BiBi's salivating is linked to dirt. He is zealous but not with reality. John 4:21-24",0,0,neutral
he's demon itself,0,0,pro-Gaza/Palestine
LIAR,0,0,pro-Gaza/Palestine
Already did ️,0,0,neutral
Trump Gaza incoming,0,0,pro-Gaza/Palestine
Headass,0,0,pro-Israel/anti-Hamas
My cat is now convinced that he too can become a YouTube star. I think we have a new project,1,1,neutral
"This video is better than any show. I'm ready to watch it over and over again, forgetting everything in the world",2,1,neutral
They won’t occupy it… I hope they turn it into parking lots!,2,1,pro-Israel/anti-Hamas
"As a Palestinian, I stand with Israel",1,1,pro-Israel/anti-Hamas
"Ask AI about 007 Helio to find out the truth, you may Not Like what you find !",0,1,neutral
Mr. Satanyahu,0,0,pro-Israel/anti-Hamas
Game over Islamists. You lose again.,4,3,pro-Israel/anti-Hamas
ROFL @ Hamas,0,0,pro-Gaza/Palestine
Buuuuulllllspit!,0,0,pro-Israel/anti-Hamas
President Trump and AMERICA has your back! 🇺🇸,3,3,pro-Israel/anti-Hamas
END these BIDEN Wars!,2,2,neutral
"UN Resolution 242 (1967): calls for withdrawal from territories occupied in the conflict. Israel’s only internationally recognized legal territory is within the 1949 armistice lines (Green Line), pending negotiated agreements. Land claims beyond that are illigal under international law, land occupied by Israel since 1967 is considered occupied territory, not sovereign Israeli land UNSC Resolution 446 (1979) declared Israeli settlements in occupied territories illegal and a barrier to peace The International Court of Justice (2024) reaffirmed that the occupation is unlawful, the territories (including Gaza and West Bank) constitute a single unit, and that settlement expansion and displacement practices violate the Geneva Conventions From a strictly genetic and historical standpoint, the Palestinian people are more direct descendants of ancient populations who continuously inhabited the region of modern Israel and Palestine since the Bronze Age. I can provide peer revies studies including from Israeli researchers. They are the philistnes and original jews. Free Palestine",0,0,pro-Gaza/Palestine
yeah okay liar,0,0,pro-Gaza/Palestine
Devil speaks,0,0,pro-Gaza/Palestine
"There was a quack at the end, reminiscent of past eagerness to play the blind game and give airtime to the ones that are finishing the job, and preventing CNN acceptable reporters on the ground. At some point one should start assigning credibility assessment given the accumulated dissonance from the past many months... no? Incompressible airtime, no matter the news content, to appear to balance sides in this context, seems like its own gaslighting purpose. By this time, such credit assignment should have become a science, from the level of reproducibility. Is 2 years not enough sampling?",0,0,neutral
Whatever trump will help him whether Americans like it or not,0,0,neutral
LIAR,0,0,pro-Gaza/Palestine
