text,likes,replies,predicted_stance
"Trump get us out of the UN. 🇺🇸 1st. It’s not Israel, 🇺🇸’s fault. It’s the UN & 🇵🇸 starving those people. Neither should get a penny from 🇺🇸",27,1,pro-Gaza/Palestine
You should sit with Tucker and let’s see if you can whether a real interview.,8,1,neutral
"Let Mamdani look at the hostages. Mandani should be tried for Treason , antisemitism, and un-American activities.",14,2,pro-Israel
Very sad to see the truth being twisted in this way - let the international media in,12,1,neutral
Free palestine,4,0,pro-Gaza/Palestine
Moore has more to lose than Tony Aguilera. I'll stick with Tony's story,17,0,neutral
"Are Palestinian supporters going nuts, have they lost their minds. Why are they demonstrating against Israel and not against Hamashi. The Palestinians does not need Hamashi, do not indirect support Hamashi by attacking Israel. Put the pressure on Hamashi if you are clever.",3,0,pro-Gaza/Palestine
No more UN!!!! None!!!!!,4,0,neutral
Nope...Watch Tuckers recent interview with Tony Aguilera,13,1,neutral
"I saw videos HA on top of the food trucks taking it and all the food in their tunnels. Mosab Yousef, son of a HA leader has been there and saw HA taking it. I would believe him over the ones you had here saying differently. All the bad there is on HA!",25,4,pro-Gaza/Palestine
LIAR!!!!,3,0,pro-Gaza/Palestine
The UN Must go,6,0,pro-Gaza/Palestine
UN- United Nothing.,12,0,neutral
Cut off the UN funds!!!,11,0,pro-Gaza/Palestine
"Please redo the interview of Johnny Moore with a lie detector. In fact, with all of your guests. I dare you Fox News.",2,0,neutral
"Kick the UN out, and sell the land.",10,0,pro-Israel
"So, why isn't the UN demanding Russia to supply aid to Ukrainians?? Why isn't the UN distributing the food? Why won't Egypt open its border to gazans?",9,1,pro-Gaza/Palestine
"The so called Western Values has died in Gaza. The inhumanity, barbarity and immorality Israel inflicts on civilians is shameful yet many amongst us show no compassion and some even show disdain. We are shocked when we see two emaciated captives yet many of us are willing to deny two million starving civilians food. Shame on us",6,0,neutral
They only allow weapons into GAZA but not food.Even my 4 year old grand daughter can see that.,14,2,pro-Gaza/Palestine
"Dont feed the enemy, its war !",27,2,neutral
Gosh… it must be tough to lie for living,6,1,pro-Gaza/Palestine
"Holy smokes. This guy Johnnie sure gets his squeaker voice on. Does not exhibit confidence, leadership, or credibility. Leadership is solving problems, not denying that they exist.",3,0,neutral
This guy is telling us ppl aren’t starving WHEN OUR EYES ARE TELLING US THESE PPL ARE STARVING! How insulting! America can not be accomplice’s to this genocide!,2,0,neutral
THIS IS A DELIBERATE ATTEMPT TO CHANGE THE NARRATIVE AND AMERICANS SEE RIGHT THROUGH THIS. WE KNOW WHAT WE ARE SEEING.,5,1,neutral
There’s Hamas people inside UN,2,0,pro-Gaza/Palestine
"For once and for all PLEASE President Trump, CANCEL the UN",10,2,pro-Israel
No usa.peoole want otta UN now,2,0,neutral
"If anyone needs to find out some truth about this guy's organization, please read up on what is happening near his distribution sites. It's ugly.",9,1,neutral
BS hamas propaganda.,6,0,pro-Gaza/Palestine
That sounds about right.,5,0,neutral
"More birth control, less food.",28,7,neutral
Defuct UNi have stopped doatig sinceoctober7th,6,0,neutral
Oh its the UN. Isreal had nothing to do with it.,3,0,neutral
UN = Hamas and Hamas = UN,3,2,pro-Gaza/Palestine
Maybe next time they won't vote for hamas,5,0,pro-Gaza/Palestine
UN AKA Hamas,13,0,pro-Gaza/Palestine
This guy is the typical example of talking but not saying $hit,10,1,neutral
F the UN. Defund now.,6,0,neutral
This is genocide!,14,3,neutral
"If UN is not willing to pick up the food, why GHF doesn’t do it? I don’t trust UN nor UNRWA to do that job!",1,0,pro-Gaza/Palestine
- AMERICANS FIRST NOT COMMUNIST ISRAEL AND UKRAINE,4,0,neutral
He is a liar,12,1,pro-Israel
"I hate Fox News Sundays, except Levin. This crap on the Gaza has been going on forever. They need to stop having kids. Kick the UN out.",3,0,pro-Gaza/Palestine
Hmmm now I can put a face on the individual who will represent the GHF at the Hague......What is wrong with America god help us all.,1,0,pro-Gaza/Palestine
Why the hell are you citing new york time! Bs!,3,1,neutral
He is a lier,1,0,neutral
"Lol, you can hear protesters in the background",3,0,pro-Gaza/Palestine
UN should be abolished,4,0,neutral
I can now understand how the nazis justified the holocaust internally,18,4,neutral
I remember watching videos and seeing pics of aid trucks being highjacked. What a bunch of gaslighting. Thank you Shannon for this important story. I pray the truth is known and the world opens their eyes to the evil instead of always blaming IDF,1,0,pro-Gaza/Palestine
"It really comes down to who you believe. Someone with a PROVEN track record, and fighting for recognition, equality and freedom - OR Netanyahu and the IDF.",12,2,pro-Israel
There are several videos of Hamas stealing trucks of food!,1,1,pro-Gaza/Palestine
"If you don't 100% love every aspect of your job, and are just ""there for the $$"" remember one thing... The richest man in the world takes drugs to make him feel happy.",11,4,neutral
The question about what to do about the UN may have to come up at some point soon. It's hard to believe that this is even close to the best that the world can produce. Increasingly it appears to be a failing organization and therefore quite demoralizing.,1,0,neutral
You just admitted to starving civilians 105 million meals for a population of 2.2 million is 16 days worth of food than you delivered since mid May.,11,3,pro-Gaza/Palestine
"At least they didnt burn 500 metric tons of food meant for starving children, because that would really be cruel and abhorrent stuff!",1,0,neutral
"did he say a 105 meals in 2 months? Between 2 million people, that's less than a meal per day! And he's bragging about that?!",6,3,neutral
Someone please get us out of the UN and get them out of our county..,2,0,pro-Gaza/Palestine
It's bad when you lose the WWE crowd,14,6,neutral
"Air drops are working there and several countries are air dropping crates. They should open the Egyptian border some to relieve pressure. Definitely a buffer/humanitarian zone! eventually they should grow food on site, supply agricultural relief or grow houses for basic natural foods.",2,0,pro-Gaza/Palestine
All Gazian Arabs need to leave Gaza!! Pressure Eygpt to open up their borders,4,2,pro-Gaza/Palestine
The US should pull out of the UN,2,0,pro-Gaza/Palestine
Any new news???,8,2,neutral
UN support hamas 100%!,1,0,pro-Gaza/Palestine
I don't care either way ...,9,2,neutral
I think US should pull out of the UN.,2,0,neutral
I’m so over this week already. I don’t want to go to work tomorrow. I am drinking. ️,8,1,neutral
Red cross is as pathetic as it gets,0,0,neutral
What a joke Fox! Your viewers are not all stupid. Few are a bit smart!,14,4,neutral
"Give the UN our two weeks notice. Looking good, Shannon!",1,0,neutral
"LIES!!!!!Cindy Mc Caine, Head of UN/UNICEF is demanding to get in there and Re-establish the 400 sites needed to provide food to Gazans!!! Let those trucks in!!! Feed those Babies!!!!!",5,1,pro-Gaza/Palestine
"Now you are discussing the core of the problem. Hamas of course is guilty, but the UN even more since they should know better.",1,0,pro-Gaza/Palestine
It’s patriotic to pay higher prices and protect PDFs,14,6,pro-Israel
What's shameful is that influencers had to travel to Gaza and show the truth before you even looked into it. Silence instead of truth !,0,0,pro-Gaza/Palestine
So where them Epstien files at?,7,0,pro-Israel
"If they don't want the food in Gaza, take it to Sudan. If the people in Gaza were really that hungry there wouldn't be any argument about who delivers food. When I am hungry I get food from the most available source. The UN is a shameful organization",0,0,pro-Gaza/Palestine
What's up with all the sirens in the background,3,3,pro-Israel
UN is on purpose positioning the food trucks for hamas's gang and who's to guarantee those trucks aren't carrying weapons from Iran that came through un Nations to position the food trucks only where Hamas can you get to them fishy I say,0,1,pro-Gaza/Palestine
Organ harvesting ask those questions,4,0,pro-Gaza/Palestine
Defund them,0,0,neutral
"Come on, Fox. Lets not forget the videos of Isreal troops and American private security contractors attacking aid trucks and the people standing in line.",12,3,pro-Gaza/Palestine
"In a way I am not surprised. Despite some of the good work the UN has done, they have had a lot of failures and contributed to many problems. Their failures in Rwanda, Bosnia, and Darfur should have been their wakeup calls.",0,0,neutral
"I can barely listen to this without the sirens or whatever in the background, they are driving me insane.",1,0,neutral
Why not stop the Genocide ?,3,2,neutral
The UN must be held accountable!,0,0,pro-Gaza/Palestine
Sorry dyslexia.,4,0,neutral
The best way for the UN to lose any and all credibility is for the US to leave the group and tell them to pound sand....,0,0,pro-Gaza/Palestine
"Conditions have made it so at this moment, I only care about myself and like three to five people. Well say five, and call it six.",1,0,neutral
Fox is gross,5,2,neutral
Johnnie needs to get educated.,1,0,neutral
"So from this point going forward, the Bureau of Labor Statistics Job numbers are always going to be better than expected… thanks Donald for making America great again . Corruption always makes everything better",6,5,neutral
GFH is doing great. Pray for them always.,0,0,pro-Gaza/Palestine
Really fox Really blah blah blah blah blah blah.,3,0,neutral
I am shocked at conflicting stories about Gaza. Every one is politicizing palestinian suffering Abuse of hostages no one is talking about.,0,0,pro-Gaza/Palestine
Blah blah blah trump is a moron good luck with that fox.,3,0,neutral
why not arrest all the UN officials colluding with hamas?,0,0,pro-Gaza/Palestine
"in which area of Dearborn, Michigan was this filmed?",2,2,neutral
Stop giving taxpayer dollars to these thieves,0,0,neutral
How can you say in the same breath no trucks highjacked and then say the Envoys on Friday witnessed themselves UN Convoys being hijacked by armed men.,0,0,neutral
Horrible... too much corruption. Jail time,0,0,neutral
So the US can deliver pricision bunker busters no problem deliver weapons all day long but just can't get food to the right place?,1,0,neutral
What's with the siren in the background.,2,0,pro-Gaza/Palestine
The UN accepts hamas figures. The UN was finished when they refused to acknowledge the atrocities commited by the gazans.,0,0,pro-Gaza/Palestine
What are all the sirens in the background??,2,0,pro-Israel
Ban un,1,0,neutral
I have thought since 2012 at least the UN is compromised. UN and their opinions are absolutely nothing to me as an American citizen . I wish trump would get their building out of the US and tear it the F down.,0,0,neutral
"“Without music, life would be a mistake.” ― Friedrich Nietzsche",0,0,neutral
Hamas and UN are two sides of the same coin.,0,0,pro-Gaza/Palestine
Starvation denial,2,0,neutral
So why hasn't the food been distributed.,0,0,neutral
So this is what lying through your teeth looks like?,1,1,neutral
The hypnotized sheep will never believe the truth.,0,0,neutral
What's with the police sirens?,1,0,pro-Gaza/Palestine
So much Hamas propaganda is being repeated by people who should know better. What happened to real journalism?,0,0,pro-Gaza/Palestine
WHY is UN stopping trucks?,0,2,neutral
What’s with the alarm in the background?,1,0,pro-Gaza/Palestine
Liars,2,0,pro-Gaza/Palestine
The Media is trying to determine policy's.,1,0,neutral
The UN created this problem in 1948,0,0,pro-Gaza/Palestine
Congress should declare interest when bought by AIPAC.,1,0,pro-Israel
FAUX NEWS,1,0,neutral
He looks like a liar lol,2,0,neutral
Respect,0,0,neutral
"The UN doesn’t have an army on the ground, nor does anyone else except Israel who have been killing people in food lines, but here he is the blaming of the UN. This isn’t a single person on the ground this is multiple humanitarian organisations saying the same thing. Critisicing Israel does not make you a supporter of Hamas.",1,0,neutral
When will Gaza become an Israeli suburb?,0,0,pro-Israel
"""Nazis say there are restaurants in the Warsaw ghetto."" Is what you sound like with these headlines",0,0,neutral
"Why don't France, Canada and the UK distribute the aid?",0,0,pro-Gaza/Palestine
This should not be our problem.,2,0,neutral
corruption at every single level in every single person,0,0,neutral
anthony has nothing to gain from this . He’s been disrespected and discredited as a liar. why would a man who served his country of 25 years and a purple heart recipient tarnish his legacy . He faces the crictism . Johnnie moore turns of the comments,0,0,neutral
"The proper name for United Nation should be renamed to ""Divided Nation"".",0,0,neutral
Why are we obligated to feed them? Where's my semi trucks with free food?,1,1,neutral
I don’t understand why this has to happen,0,0,neutral
"Supplies are there, rotting in the sun because not being distributed by the UN.",0,0,pro-Gaza/Palestine
"So when the story supports your agenda they are telling the truth but when it doesn't, they are lying?",0,0,pro-Gaza/Palestine
"I do not feel this interview is ""credible."" Do not forget, the world can see real time what is happening.",1,1,neutral
YouTube for some reason it's letting me comment but I cannot like or dislike videos. I can like or dislike comments still. Am I being shadow censored?,1,1,neutral
"Lies lies, Lies !!!!!",1,0,neutral
It's about time someone covered this well known fact!,0,0,neutral
Reported Gaza population has increased since they attacked the peace concert,0,0,pro-Gaza/Palestine
UN has and continues to an issue as always ...,0,0,pro-Gaza/Palestine
"The UN is angry about its dominance in Gaza being curtailed by GHF. UNRWA, one of the four UN agencies responsible for Gazans, has had a mutually beneficial relationship with Hamas since 2008, colluding with them to exploit and oppress Gazans. It's in the UN's interest to promote Hamas propaganda about ""starvation"", ""war crimes"", and ""suffering"". It's also in the UN's interest to turn a blind eye to the decade of Hamas firing missiles into Israel's civilian population centers.",0,0,pro-Gaza/Palestine
The U.N. is a disaster. We need out.,0,0,neutral
"After other countries exerted considerable diplomatic pressure on Israel, the country decided last week to allow some emergency aid. This is being provided by the UN, which will continue for the time being. The famine in Gaza has worsened significantly after Israel decided in early March to allow little to no food into the country. According to experts, the worst man-made famine in decades is currently underway.",0,0,pro-Gaza/Palestine
"There's a lot of land outside Gaza. Egypt could allow camps to be built there, with fences, security, and everything people need, provided by the UN and whoever is funding the aid. Then, women and children could voluntarily stay there until the war is over. It would be a kind of prison, but a much safer one than staying inside Gaza. With women and children out of the way, it would be much easier for the IDF to finish the war without all this backlash. But yeah, I realize this is utopia and would never happen because of politics.",0,0,pro-Gaza/Palestine
I think Fox needs a bigger desk.,1,0,pro-Gaza/Palestine
"Europeons have NEVER given Americans proper credit for anything, not even WW1 and WW2 support.",14,0,neutral
UN Unorganised Numptys,0,0,neutral
"Diddlin donnie really ended israel genociding palestine, huh???",3,0,pro-Gaza/Palestine
"Who ELSE IS GOING TO SABOTAGE THIS, ???.",0,0,neutral
i dont care anything about gaza,2,1,neutral
"4 sites for 2 million people. That's 500,000 people per site. Is that right?",0,0,neutral
Dismantle UN and unwra. Turkey is un .. that tells you exactly what you need know,0,0,neutral
Another day in paradise.,0,0,neutral
"""No Leaflets were Harmed in the Making of this Video""",0,0,neutral
JOHNNY MOORE you are sick.,0,0,neutral
UN in favor of hamas not Israel,0,0,pro-Gaza/Palestine
Anytime another country get American tax dollars it gets sent right to the leader of that country then eventually the leader dips out,0,0,neutral
No proof? See what Gazans says! How do you think Hamas is surviving!?,0,0,pro-Gaza/Palestine
"Come on reporters you need to vet Johnny More Just like Bonnie Tyler sings in her song “Holding Out for a Hero” lyrics, “where have all the good men gone?” We need heroes!!! men and women reporters to rise up and tell the truth so the world will know! isn’t that what happened in 1930s Germany while the world looked the other way? I thought we’ve gotten better than that.",0,0,neutral
Defund UN.,0,0,neutral
TOTALLY AGREE FULL HEARTEDLY,0,0,pro-Gaza/Palestine
Reframe after reframe after reframe. The snake movement is ridiculous.,0,0,neutral
Why cant we feed out own people. Especially our veterans,0,0,neutral
“Don’t listen to the whistle blower”,0,0,pro-Israel
"What are these spaz’s protesting about? And for the love of god ,teach them how to play the drum!",0,0,neutral
"We have seen all the videos of hamas stealing the food, we have seen them selling it as well.",0,0,pro-Gaza/Palestine
"God sees your heart and knows the truth, Mr “Christian” Johnny Moore. We shall see…..",0,0,neutral
"ARE YOU KIDDING ME ?? If they can't fix the problem, someone has to !! Trump is getting it done !!%",0,0,pro-Israel
This guy sure likes to praise Trump a lot.,0,0,neutral
Guys anything humans can do for money they will that’s our downfall,0,0,neutral
"The whistleblower(Tony)is a West Point grad, 24 year of service, 6 Combat tours, a retire LT. Col in the Special forces. With a bronze star and ARCOM both for Valor “ V device” I’ll take his word of this untruthful person. They/this guest or his company never talked to/with the White House. Entity and/or persons paying GHF/ the client is the IDF. — Let that sink in in… Tony was not fired, he has the recipient(paperwork) proving he resigned…. See Tucker Carson and Breakpoint interview. This guy is a liar, and Shannon, you did poor job, in not asking solid questions or any real pushback with information publicly available .. But you only have like 5 mins..",1,1,pro-Israel
What the hell is with the alarms.,0,0,pro-Gaza/Palestine
Did they get Gaza Ferris wheel running ?,0,0,pro-Gaza/Palestine
Why these weak hungry people walk long distance pick up heavy bags food and walk back far away Can trucks go where they are staying?,0,0,neutral
So maybe they should give what's left of the hostages back? Hamas is doing this to you and these very same people celebrated them on Oct 7th?,0,0,pro-Gaza/Palestine
Always someone else at fault? Children are starving as America is a Christian country I am sure the vast majority of people with compassion in their hearts would want to ensure the children are fed. Sometimes defending the indefensible becomes more and more obviously wrong.,0,0,pro-Gaza/Palestine
Seemed pretty credible to me,0,0,neutral
no accountability,0,0,neutral
"Wow fox news speaking about Gaza , Zionists out of money or something",2,1,pro-Israel
"Forgotten message ~ There's only one Son of God, mankind - Unified - that's YOU!",0,0,neutral
Once the ammunitions are depleted it’s hand to hand combat.,0,0,pro-Israel
"The IDF are in a real stitch with this one, have always been, because Hamas are Gazans, and Gazans are Hamas. Hard to differentiate either.",0,2,pro-Gaza/Palestine
There will be multiple opportunities for failure. What is needed is to focus on mechanisms which can actually reduce failure.,0,0,neutral
"How about 'Gazoids"" help themselves? They got themselves into this mess, being too to stand up to Hamas.",0,0,pro-Gaza/Palestine
too bad he forgot to take pictures and show proof.,0,0,neutral
YT wont allow me to hit the like button btw,1,0,neutral
May Lord save the Gaza people,1,0,pro-Gaza/Palestine
This guy is a liar. He should be in prison.,0,0,neutral
"Yep, totally the UN's fault that Israel has a strangle hold on all shipments, aid or otherwise, in and out of Gaza and is using Palestinians as target practice at what available aid stations there are. The nerve.",1,1,pro-Israel
What is the United Nations purpose? Cocktail parties?,0,0,neutral
"So this is his reasoning; We have sources that say you closed aid corridor’s and starving people, “It’s Hamas lies, don’t believe them” We have an insider telling us that he saw with his own eyes “Don’t believe him, believe us, we found out who it was and fired them” The UN says you don’t feed people, “The UN don’t know what they are talking about.” Answers for all questions",0,0,pro-Gaza/Palestine
"what the UN is doing is wrong ... but what is the noise i hear in the background ... sounds like a lot of sirens going off, or they are in a popular carnival",0,0,pro-Gaza/Palestine
Because the Bible said the world would hate Israel and all their allies would abandon them and we are getting to those days. Read your Bible !!!,0,0,pro-Israel
Why is Fox not talking about Trump covering up the Epstein files????,2,1,neutral
I am right arent I? What good is the UN to you going forward?,0,0,neutral
The same group once targeted for extermination in 1945 now subjects Gazans — a people unconnected to their historical persecution — to extermination,0,3,pro-Israel
It's about time that causes stance on their own two feet and start pushing back instead of waiting for the world,0,0,pro-Gaza/Palestine
Let them eat cake...,0,0,neutral
"What's up with the alarm sounds in the back ground, then him mentioning alarming seems like subliminal messaging.",0,0,pro-Israel
"BTW, any typo that anyone reads acroos, they're intentional to show. I am Human.",0,0,neutral
"It's pretty obvious, Isreal runs the show!",0,0,pro-Israel
Don’t really trust this guy People in pictures look like their starving,0,0,neutral
Not weapons ammunition.,0,0,neutral
"It sounds like he said, she said kind of thing. One possible way to get this done is send the UN in with these food aid with a camera crew to show what is going on. For every shipment in has a UN troops the support where it is going too.",0,0,neutral
Stop with all those non sense explanations...hamas is the problem,0,0,pro-Gaza/Palestine
See the people holding up empty pot for the camera? Photo op....,0,0,neutral
What is the noise in the background?,0,0,pro-Gaza/Palestine
What are all those sirens in the background?,0,0,pro-Gaza/Palestine
I think it's about time the people of gaza get a job and stop scrounging,1,2,pro-Gaza/Palestine
Income = reap what you sow,0,0,neutral
"If Hamas respected humanitarian zones, there would be no starvation at all.",2,0,pro-Gaza/Palestine
I suppose I could search which senator….but I shouldn’t have to. Did I miss the name?,0,0,neutral
Has this guy gotten rich from donations of good people? The whistleblower was telling the truth. This is great PR and a way to clear up the rumors. This is capitalism taking advantage of a sad situation.,1,3,neutral
Who is truly in charge of the U.S.A? Israel? U.S.A?,1,1,pro-Israel
The message is good... The spokesperson is very bad.. cuts off every sentence before he finishes.. not a good spokesperson.. got to get a clearer more articulate spokesperson..,0,0,neutral
WHAT....is the sirens in the background...omgawd,0,0,pro-Gaza/Palestine
They killed paul walker the actor because he was about to expose this years ago,0,0,pro-Gaza/Palestine
Tell Pies Morgan,0,0,neutral
This just in: news being reported by persons identified as us !,0,0,neutral
Why does media lie?,0,1,neutral
Executive go check for yourself. It's all about the Palestinians,0,0,pro-Gaza/Palestine
"No buddy dancing in the streets today like Oct 7TH,",0,0,neutral
I wish the host shows the video of that veteran reporting from Gaza but she chose to lie that someone told her? That video is available all over internet. I thought Fox is not like CNN.,0,0,pro-Gaza/Palestine
I feel like this is i24news,0,0,pro-Gaza/Palestine
"UN? LOOOOL, you mean Israel.",0,0,pro-Israel
"Gee whiz, I wonder why they would do that?",0,0,pro-Gaza/Palestine
Shocking not,0,0,neutral
Shannon is always loaded with negative fake news.,0,0,neutral
"Unacceptable, total unacceptable! Now as for Epstein, RELEASE ALLLL THE EPSTEIN FILES NOW!!!",2,0,neutral
time to leave the u.n.,0,0,neutral
Shame on you stop genocide,2,1,neutral
What's the name of the Senator,0,0,neutral
The love of Jesus can end the wars and heal the Nations As the forces of evil weigh down the hearts and suffering is found in all parts of the world remember the words of Jesus “ I give you a peace the world can not give you” G-d willing we raise our spirit to him and pray for the suffering of those starving in Gaza are given good food and shelter . That hostages are released from captivity and the people of Israel find the courage to end the war and accept Jesus into their hearts . Once we find peace the world can not give in us but is found in Jesus we can offer peace to them that are also in need . The Messiah is only a prayer away,0,0,pro-Gaza/Palestine
Fake news,1,0,neutral
APLD STOCK IS SHORT SQUEEZING NOW! AI DATA CENTER STOCK! BUY EVERYTHING YOU CAN AFFORD!! AI IS THE FUTURE!!.......................,0,0,pro-Israel
BS,0,0,neutral
YOUTUBE DOESNT LIKE THIS WORD------------------DED SPELLED THIS WAY BECAUSE THEY WONT ALLOW IT THE OTHER WAY,0,0,neutral
Put me on the books ffs.,0,0,pro-Gaza/Palestine
JD,0,0,pro-Israel
"l used to be in the camp long time ago. The food usually get divided before it came to refugees. Even thr airplane dropped food . The strongest wants would took all the food and hey! they were not giving anyone bc that how they fight for . They took all that home. They couldn't eat all of those , they sold them and who didn't have money would still staving..Next day. they would watch and followed where the Aid flew over the sky, they took again bc they were man, boys, or strong, ran fast. Hamas,too ! Leaving on the aid for long time Hamas were no longer want to work or start labor work again, they would force the civilians and took the food.!",0,0,pro-Gaza/Palestine
"Please ,please, please take fox news off the airways!",1,0,neutral
Sounds like mayhem in the background..,0,0,pro-Gaza/Palestine
The boomers eat this bull... up.,0,0,neutral
Why supporting liars thst promoting evil with people's tax.,0,0,neutral
The right wing reporting on their own accusations,2,0,neutral
Imagine believing this,1,0,neutral
Liars,0,0,pro-Gaza/Palestine
"Some people make it happen others stand around and point fingers...... WOW! ... We asked for and got donations now we either let it be stolen or rot...... So upset that trump help make sure it gets to people oh so bad, you taking spot light off them",0,0,neutral
The un helps hamas.,0,0,pro-Gaza/Palestine
Tsick & tired of official s passing the buck to Htrump or othrrs,0,0,neutral
Wow did you all believe for hereafter,0,0,neutral
Wow! So much TROLLING !!,0,0,pro-Gaza/Palestine
Y TF U HAVE SIRENS PLAYING,0,0,pro-Israel
Disgusting propaganda,1,0,pro-Gaza/Palestine
Qw don't have to,0,0,neutral
We do not need to be helping the Gazans who are part of hamas - innocent civilians yes,0,0,pro-Gaza/Palestine
Stop whining.,0,0,neutral
Mankind - unified - can be a mighty King. Yet by their own judgements they bind His majesty. Truly embarrasing to tantrum over a moments buzz. Have a wondorful week. LOL,0,0,neutral
I don't belive u taking g too much,0,0,neutral
Even the military guys have to be in the suck and eat rations and hope they get weapons.,0,0,neutral
"Shannon Bream your my dream, girl",0,0,neutral
"Чёрт столько ботов, невозможно читать.",0,0,neutral
,0,0,error
Does anyone know why there isn't any people in Vegas? Why is Las Vegas dead?,1,4,neutral
The bots are popping,0,0,pro-Gaza/Palestine
Are u off,0,0,neutral
I totally believe the head of the GHF that was created in Feb 2025 and is backed by Israel,0,0,pro-Israel
Bad luck....you started this and now crying for help? Lol,0,0,pro-Gaza/Palestine
2 state solution Stop displacing these people,0,0,pro-Israel
Thank you Princess Shannon Bream,2,0,neutral
Who would believe this guy? A whistleblower and former army ranger said it was the GHF that was failing,0,0,pro-Gaza/Palestine
🇯🇴 🫡️🇦🇺🇮🇱🇺🇸️️,0,0,pro-Gaza/Palestine
"Israel started inflicting malnutrition in Gaza in October 2023, when Israel announced in complete blockade.: ""JANUARY 5, 2024, UNICEF PRESS RELEASE: NEW YORK: ""Children in the Gaza Strip face a deadly triple threat to their lives, as cases of diseases rise, nutrition plummets and the escalation in hostilities approaches its fourteenth week. Thousands of children have already died from the violence, while living conditions for children continue to rapidly deteriorate, with increasing cases of diarrhea and rising food poverty among children, raising the risk of mounting child deaths.",0,0,pro-Gaza/Palestine
Fake news,0,0,neutral
